Name	path	emotion
0017_001135.wav	../data/Emotion_Speech_Dataset/English\0017\Sad\0017_001135.wav	sad
0020_001146.wav	../data/Emotion_Speech_Dataset/English\0020\Sad\0020_001146.wav	sad
0017_000245.wav	../data/Emotion_Speech_Dataset/English\0017\Neutral\0017_000245.wav	neutral
0012_000983.wav	../data/Emotion_Speech_Dataset/English\0012\Happy\0012_000983.wav	happy
0014_001719.wav	../data/Emotion_Speech_Dataset/English\0014\Surprise\0014_001719.wav	surprise
0012_000519.wav	../data/Emotion_Speech_Dataset/English\0012\Angry\0012_000519.wav	angry
0013_001196.wav	../data/Emotion_Speech_Dataset/English\0013\Sad\0013_001196.wav	sad
03-01-05-01-01-02-11.wav	../data/Emotion_Speech_Data/Actor_11\03-01-05-01-01-02-11.wav	angry
0016_001358.wav	../data/Emotion_Speech_Dataset/English\0016\Sad\0016_001358.wav	sad
0016_001681.wav	../data/Emotion_Speech_Dataset/English\0016\Surprise\0016_001681.wav	surprise
0012_000117.wav	../data/Emotion_Speech_Dataset/English\0012\Neutral\0012_000117.wav	neutral
0012_001521.wav	../data/Emotion_Speech_Dataset/English\0012\Surprise\0012_001521.wav	surprise
0020_000103.wav	../data/Emotion_Speech_Dataset/English\0020\Neutral\0020_000103.wav	neutral
0019_001654.wav	../data/Emotion_Speech_Dataset/English\0019\Surprise\0019_001654.wav	surprise
0016_000381.wav	../data/Emotion_Speech_Dataset/English\0016\Angry\0016_000381.wav	angry
0018_000910.wav	../data/Emotion_Speech_Dataset/English\0018\Happy\0018_000910.wav	happy
0018_000113.wav	../data/Emotion_Speech_Dataset/English\0018\Neutral\0018_000113.wav	neutral
0011_001458.wav	../data/Emotion_Speech_Dataset/English\0011\Surprise\0011_001458.wav	surprise
0019_000587.wav	../data/Emotion_Speech_Dataset/English\0019\Angry\0019_000587.wav	angry
0014_000283.wav	../data/Emotion_Speech_Dataset/English\0014\Neutral\0014_000283.wav	neutral
0018_001725.wav	../data/Emotion_Speech_Dataset/English\0018\Surprise\0018_001725.wav	surprise
0019_001265.wav	../data/Emotion_Speech_Dataset/English\0019\Sad\0019_001265.wav	sad
0013_000848.wav	../data/Emotion_Speech_Dataset/English\0013\Happy\0013_000848.wav	happy
0017_000469.wav	../data/Emotion_Speech_Dataset/English\0017\Angry\0017_000469.wav	angry
0014_000704.wav	../data/Emotion_Speech_Dataset/English\0014\Happy\0014_000704.wav	happy
0011_000698.wav	../data/Emotion_Speech_Dataset/English\0011\Angry\0011_000698.wav	angry
0011_000567.wav	../data/Emotion_Speech_Dataset/English\0011\Angry\0011_000567.wav	angry
0011_001645.wav	../data/Emotion_Speech_Dataset/English\0011\Surprise\0011_001645.wav	surprise
0013_001475.wav	../data/Emotion_Speech_Dataset/English\0013\Surprise\0013_001475.wav	surprise
0016_001406.wav	../data/Emotion_Speech_Dataset/English\0016\Surprise\0016_001406.wav	surprise
0014_000849.wav	../data/Emotion_Speech_Dataset/English\0014\Happy\0014_000849.wav	happy
0014_001321.wav	../data/Emotion_Speech_Dataset/English\0014\Sad\0014_001321.wav	sad
0020_000944.wav	../data/Emotion_Speech_Dataset/English\0020\Happy\0020_000944.wav	happy
0018_000402.wav	../data/Emotion_Speech_Dataset/English\0018\Angry\0018_000402.wav	angry
0015_001481.wav	../data/Emotion_Speech_Dataset/English\0015\Surprise\0015_001481.wav	surprise
0018_001671.wav	../data/Emotion_Speech_Dataset/English\0018\Surprise\0018_001671.wav	surprise
0012_000813.wav	../data/Emotion_Speech_Dataset/English\0012\Happy\0012_000813.wav	happy
0018_000312.wav	../data/Emotion_Speech_Dataset/English\0018\Neutral\0018_000312.wav	neutral
0017_000485.wav	../data/Emotion_Speech_Dataset/English\0017\Angry\0017_000485.wav	angry
0013_001275.wav	../data/Emotion_Speech_Dataset/English\0013\Sad\0013_001275.wav	sad
0011_001053.wav	../data/Emotion_Speech_Dataset/English\0011\Sad\0011_001053.wav	sad
0018_001020.wav	../data/Emotion_Speech_Dataset/English\0018\Happy\0018_001020.wav	happy
0011_000938.wav	../data/Emotion_Speech_Dataset/English\0011\Happy\0011_000938.wav	happy
0017_000512.wav	../data/Emotion_Speech_Dataset/English\0017\Angry\0017_000512.wav	angry
0011_000707.wav	../data/Emotion_Speech_Dataset/English\0011\Happy\0011_000707.wav	happy
0017_000637.wav	../data/Emotion_Speech_Dataset/English\0017\Angry\0017_000637.wav	angry
0014_001474.wav	../data/Emotion_Speech_Dataset/English\0014\Surprise\0014_001474.wav	surprise
0017_001484.wav	../data/Emotion_Speech_Dataset/English\0017\Surprise\0017_001484.wav	surprise
0012_000312.wav	../data/Emotion_Speech_Dataset/English\0012\Neutral\0012_000312.wav	neutral
0015_001469.wav	../data/Emotion_Speech_Dataset/English\0015\Surprise\0015_001469.wav	surprise
0014_000786.wav	../data/Emotion_Speech_Dataset/English\0014\Happy\0014_000786.wav	happy
0019_001615.wav	../data/Emotion_Speech_Dataset/English\0019\Surprise\0019_001615.wav	surprise
0011_000017.wav	../data/Emotion_Speech_Dataset/English\0011\Neutral\0011_000017.wav	neutral
0018_001275.wav	../data/Emotion_Speech_Dataset/English\0018\Sad\0018_001275.wav	sad
0011_000088.wav	../data/Emotion_Speech_Dataset/English\0011\Neutral\0011_000088.wav	neutral
0018_001512.wav	../data/Emotion_Speech_Dataset/English\0018\Surprise\0018_001512.wav	surprise
0020_000564.wav	../data/Emotion_Speech_Dataset/English\0020\Angry\0020_000564.wav	angry
0014_000335.wav	../data/Emotion_Speech_Dataset/English\0014\Neutral\0014_000335.wav	neutral
03-01-01-01-02-02-01.wav	../data/Emotion_Speech_Data/Actor_01\03-01-01-01-02-02-01.wav	neutral
0013_000929.wav	../data/Emotion_Speech_Dataset/English\0013\Happy\0013_000929.wav	happy
0014_000826.wav	../data/Emotion_Speech_Dataset/English\0014\Happy\0014_000826.wav	happy
0019_000611.wav	../data/Emotion_Speech_Dataset/English\0019\Angry\0019_000611.wav	angry
0015_000703.wav	../data/Emotion_Speech_Dataset/English\0015\Happy\0015_000703.wav	happy
0018_000444.wav	../data/Emotion_Speech_Dataset/English\0018\Angry\0018_000444.wav	angry
0014_001418.wav	../data/Emotion_Speech_Dataset/English\0014\Surprise\0014_001418.wav	surprise
0014_000851.wav	../data/Emotion_Speech_Dataset/English\0014\Happy\0014_000851.wav	happy
0011_000622.wav	../data/Emotion_Speech_Dataset/English\0011\Angry\0011_000622.wav	angry
0020_000390.wav	../data/Emotion_Speech_Dataset/English\0020\Angry\0020_000390.wav	angry
0018_001510.wav	../data/Emotion_Speech_Dataset/English\0018\Surprise\0018_001510.wav	surprise
0015_000618.wav	../data/Emotion_Speech_Dataset/English\0015\Angry\0015_000618.wav	angry
0013_000227.wav	../data/Emotion_Speech_Dataset/English\0013\Neutral\0013_000227.wav	neutral
0013_000421.wav	../data/Emotion_Speech_Dataset/English\0013\Angry\0013_000421.wav	angry
03-01-05-02-01-01-16.wav	../data/Emotion_Speech_Data/Actor_16\03-01-05-02-01-01-16.wav	angry
0011_001415.wav	../data/Emotion_Speech_Dataset/English\0011\Surprise\0011_001415.wav	surprise
0018_001181.wav	../data/Emotion_Speech_Dataset/English\0018\Sad\0018_001181.wav	sad
0011_000347.wav	../data/Emotion_Speech_Dataset/English\0011\Neutral\0011_000347.wav	neutral
03-01-04-01-02-02-01.wav	../data/Emotion_Speech_Data/Actor_01\03-01-04-01-02-02-01.wav	sad
0016_001194.wav	../data/Emotion_Speech_Dataset/English\0016\Sad\0016_001194.wav	sad
0011_000082.wav	../data/Emotion_Speech_Dataset/English\0011\Neutral\0011_000082.wav	neutral
0013_001307.wav	../data/Emotion_Speech_Dataset/English\0013\Sad\0013_001307.wav	sad
0016_000349.wav	../data/Emotion_Speech_Dataset/English\0016\Neutral\0016_000349.wav	neutral
0020_000686.wav	../data/Emotion_Speech_Dataset/English\0020\Angry\0020_000686.wav	angry
0020_001499.wav	../data/Emotion_Speech_Dataset/English\0020\Surprise\0020_001499.wav	surprise
0011_000764.wav	../data/Emotion_Speech_Dataset/English\0011\Happy\0011_000764.wav	happy
0013_000014.wav	../data/Emotion_Speech_Dataset/English\0013\Neutral\0013_000014.wav	neutral
0012_001520.wav	../data/Emotion_Speech_Dataset/English\0012\Surprise\0012_001520.wav	surprise
0020_000753.wav	../data/Emotion_Speech_Dataset/English\0020\Happy\0020_000753.wav	happy
0019_000624.wav	../data/Emotion_Speech_Dataset/English\0019\Angry\0019_000624.wav	angry
0017_000621.wav	../data/Emotion_Speech_Dataset/English\0017\Angry\0017_000621.wav	angry
0014_000798.wav	../data/Emotion_Speech_Dataset/English\0014\Happy\0014_000798.wav	happy
0017_000163.wav	../data/Emotion_Speech_Dataset/English\0017\Neutral\0017_000163.wav	neutral
0011_000358.wav	../data/Emotion_Speech_Dataset/English\0011\Angry\0011_000358.wav	angry
0015_000948.wav	../data/Emotion_Speech_Dataset/English\0015\Happy\0015_000948.wav	happy
0019_001742.wav	../data/Emotion_Speech_Dataset/English\0019\Surprise\0019_001742.wav	surprise
0018_000753.wav	../data/Emotion_Speech_Dataset/English\0018\Happy\0018_000753.wav	happy
0020_001413.wav	../data/Emotion_Speech_Dataset/English\0020\Surprise\0020_001413.wav	surprise
0013_000732.wav	../data/Emotion_Speech_Dataset/English\0013\Happy\0013_000732.wav	happy
0016_001059.wav	../data/Emotion_Speech_Dataset/English\0016\Sad\0016_001059.wav	sad
0012_000849.wav	../data/Emotion_Speech_Dataset/English\0012\Happy\0012_000849.wav	happy
0014_000408.wav	../data/Emotion_Speech_Dataset/English\0014\Angry\0014_000408.wav	angry
0011_000085.wav	../data/Emotion_Speech_Dataset/English\0011\Neutral\0011_000085.wav	neutral
0016_001033.wav	../data/Emotion_Speech_Dataset/English\0016\Happy\0016_001033.wav	happy
03-01-04-02-01-02-23.wav	../data/Emotion_Speech_Data/Actor_23\03-01-04-02-01-02-23.wav	sad
0018_000566.wav	../data/Emotion_Speech_Dataset/English\0018\Angry\0018_000566.wav	angry
0020_001387.wav	../data/Emotion_Speech_Dataset/English\0020\Sad\0020_001387.wav	sad
0016_001218.wav	../data/Emotion_Speech_Dataset/English\0016\Sad\0016_001218.wav	sad
0019_000150.wav	../data/Emotion_Speech_Dataset/English\0019\Neutral\0019_000150.wav	neutral
0020_001373.wav	../data/Emotion_Speech_Dataset/English\0020\Sad\0020_001373.wav	sad
0011_000346.wav	../data/Emotion_Speech_Dataset/English\0011\Neutral\0011_000346.wav	neutral
0015_000728.wav	../data/Emotion_Speech_Dataset/English\0015\Happy\0015_000728.wav	happy
0019_001364.wav	../data/Emotion_Speech_Dataset/English\0019\Sad\0019_001364.wav	sad
0016_001506.wav	../data/Emotion_Speech_Dataset/English\0016\Surprise\0016_001506.wav	surprise
0011_000087.wav	../data/Emotion_Speech_Dataset/English\0011\Neutral\0011_000087.wav	neutral
0012_000342.wav	../data/Emotion_Speech_Dataset/English\0012\Neutral\0012_000342.wav	neutral
0011_000091.wav	../data/Emotion_Speech_Dataset/English\0011\Neutral\0011_000091.wav	neutral
0016_001351.wav	../data/Emotion_Speech_Dataset/English\0016\Sad\0016_001351.wav	sad
0012_000291.wav	../data/Emotion_Speech_Dataset/English\0012\Neutral\0012_000291.wav	neutral
0013_001457.wav	../data/Emotion_Speech_Dataset/English\0013\Surprise\0013_001457.wav	surprise
0017_000192.wav	../data/Emotion_Speech_Dataset/English\0017\Neutral\0017_000192.wav	neutral
03-01-03-01-01-01-07.wav	../data/Emotion_Speech_Data/Actor_07\03-01-03-01-01-01-07.wav	happy
0012_000816.wav	../data/Emotion_Speech_Dataset/English\0012\Happy\0012_000816.wav	happy
0016_001051.wav	../data/Emotion_Speech_Dataset/English\0016\Sad\0016_001051.wav	sad
0013_000853.wav	../data/Emotion_Speech_Dataset/English\0013\Happy\0013_000853.wav	happy
0017_000529.wav	../data/Emotion_Speech_Dataset/English\0017\Angry\0017_000529.wav	angry
0012_001282.wav	../data/Emotion_Speech_Dataset/English\0012\Sad\0012_001282.wav	sad
0017_001424.wav	../data/Emotion_Speech_Dataset/English\0017\Surprise\0017_001424.wav	surprise
03-01-03-02-01-01-20.wav	../data/Emotion_Speech_Data/Actor_20\03-01-03-02-01-01-20.wav	happy
0012_000061.wav	../data/Emotion_Speech_Dataset/English\0012\Neutral\0012_000061.wav	neutral
0017_000615.wav	../data/Emotion_Speech_Dataset/English\0017\Angry\0017_000615.wav	angry
0017_000517.wav	../data/Emotion_Speech_Dataset/English\0017\Angry\0017_000517.wav	angry
0020_001086.wav	../data/Emotion_Speech_Dataset/English\0020\Sad\0020_001086.wav	sad
0019_000683.wav	../data/Emotion_Speech_Dataset/English\0019\Angry\0019_000683.wav	angry
0016_001442.wav	../data/Emotion_Speech_Dataset/English\0016\Surprise\0016_001442.wav	surprise
0020_000204.wav	../data/Emotion_Speech_Dataset/English\0020\Neutral\0020_000204.wav	neutral
0012_000455.wav	../data/Emotion_Speech_Dataset/English\0012\Angry\0012_000455.wav	angry
0011_000406.wav	../data/Emotion_Speech_Dataset/English\0011\Angry\0011_000406.wav	angry
0016_001547.wav	../data/Emotion_Speech_Dataset/English\0016\Surprise\0016_001547.wav	surprise
0013_000869.wav	../data/Emotion_Speech_Dataset/English\0013\Happy\0013_000869.wav	happy
0016_000643.wav	../data/Emotion_Speech_Dataset/English\0016\Angry\0016_000643.wav	angry
0020_000333.wav	../data/Emotion_Speech_Dataset/English\0020\Neutral\0020_000333.wav	neutral
0017_000675.wav	../data/Emotion_Speech_Dataset/English\0017\Angry\0017_000675.wav	angry
0019_001181.wav	../data/Emotion_Speech_Dataset/English\0019\Sad\0019_001181.wav	sad
0019_001389.wav	../data/Emotion_Speech_Dataset/English\0019\Sad\0019_001389.wav	sad
0019_000487.wav	../data/Emotion_Speech_Dataset/English\0019\Angry\0019_000487.wav	angry
0015_000792.wav	../data/Emotion_Speech_Dataset/English\0015\Happy\0015_000792.wav	happy
0017_000636.wav	../data/Emotion_Speech_Dataset/English\0017\Angry\0017_000636.wav	angry
0015_000749.wav	../data/Emotion_Speech_Dataset/English\0015\Happy\0015_000749.wav	happy
0017_001214.wav	../data/Emotion_Speech_Dataset/English\0017\Sad\0017_001214.wav	sad
0018_000556.wav	../data/Emotion_Speech_Dataset/English\0018\Angry\0018_000556.wav	angry
03-01-04-02-02-01-12.wav	../data/Emotion_Speech_Data/Actor_12\03-01-04-02-02-01-12.wav	sad
0012_001408.wav	../data/Emotion_Speech_Dataset/English\0012\Surprise\0012_001408.wav	surprise
0012_001104.wav	../data/Emotion_Speech_Dataset/English\0012\Sad\0012_001104.wav	sad
0015_001333.wav	../data/Emotion_Speech_Dataset/English\0015\Sad\0015_001333.wav	sad
0015_000237.wav	../data/Emotion_Speech_Dataset/English\0015\Neutral\0015_000237.wav	neutral
0017_001384.wav	../data/Emotion_Speech_Dataset/English\0017\Sad\0017_001384.wav	sad
03-01-05-02-01-02-12.wav	../data/Emotion_Speech_Data/Actor_12\03-01-05-02-01-02-12.wav	angry
0017_000433.wav	../data/Emotion_Speech_Dataset/English\0017\Angry\0017_000433.wav	angry
0011_001273.wav	../data/Emotion_Speech_Dataset/English\0011\Sad\0011_001273.wav	sad
0014_000521.wav	../data/Emotion_Speech_Dataset/English\0014\Angry\0014_000521.wav	angry
0015_000261.wav	../data/Emotion_Speech_Dataset/English\0015\Neutral\0015_000261.wav	neutral
0019_001261.wav	../data/Emotion_Speech_Dataset/English\0019\Sad\0019_001261.wav	sad
0017_001187.wav	../data/Emotion_Speech_Dataset/English\0017\Sad\0017_001187.wav	sad
0014_000720.wav	../data/Emotion_Speech_Dataset/English\0014\Happy\0014_000720.wav	happy
0020_000114.wav	../data/Emotion_Speech_Dataset/English\0020\Neutral\0020_000114.wav	neutral
0013_000172.wav	../data/Emotion_Speech_Dataset/English\0013\Neutral\0013_000172.wav	neutral
0019_001120.wav	../data/Emotion_Speech_Dataset/English\0019\Sad\0019_001120.wav	sad
0018_000843.wav	../data/Emotion_Speech_Dataset/English\0018\Happy\0018_000843.wav	happy
0013_000543.wav	../data/Emotion_Speech_Dataset/English\0013\Angry\0013_000543.wav	angry
0018_001363.wav	../data/Emotion_Speech_Dataset/English\0018\Sad\0018_001363.wav	sad
0019_000455.wav	../data/Emotion_Speech_Dataset/English\0019\Angry\0019_000455.wav	angry
0014_001282.wav	../data/Emotion_Speech_Dataset/English\0014\Sad\0014_001282.wav	sad
03-01-03-01-01-01-12.wav	../data/Emotion_Speech_Data/Actor_12\03-01-03-01-01-01-12.wav	happy
0020_000975.wav	../data/Emotion_Speech_Dataset/English\0020\Happy\0020_000975.wav	happy
0019_001352.wav	../data/Emotion_Speech_Dataset/English\0019\Sad\0019_001352.wav	sad
0020_001304.wav	../data/Emotion_Speech_Dataset/English\0020\Sad\0020_001304.wav	sad
0017_001045.wav	../data/Emotion_Speech_Dataset/English\0017\Happy\0017_001045.wav	happy
0015_000198.wav	../data/Emotion_Speech_Dataset/English\0015\Neutral\0015_000198.wav	neutral
0013_001704.wav	../data/Emotion_Speech_Dataset/English\0013\Surprise\0013_001704.wav	surprise
0018_000243.wav	../data/Emotion_Speech_Dataset/English\0018\Neutral\0018_000243.wav	neutral
0016_001173.wav	../data/Emotion_Speech_Dataset/English\0016\Sad\0016_001173.wav	sad
0014_001416.wav	../data/Emotion_Speech_Dataset/English\0014\Surprise\0014_001416.wav	surprise
0013_000035.wav	../data/Emotion_Speech_Dataset/English\0013\Neutral\0013_000035.wav	neutral
0015_001555.wav	../data/Emotion_Speech_Dataset/English\0015\Surprise\0015_001555.wav	surprise
0015_000510.wav	../data/Emotion_Speech_Dataset/English\0015\Angry\0015_000510.wav	angry
0018_000596.wav	../data/Emotion_Speech_Dataset/English\0018\Angry\0018_000596.wav	angry
0011_000903.wav	../data/Emotion_Speech_Dataset/English\0011\Happy\0011_000903.wav	happy
03-01-01-01-01-01-06.wav	../data/Emotion_Speech_Data/Actor_06\03-01-01-01-01-01-06.wav	neutral
0019_001272.wav	../data/Emotion_Speech_Dataset/English\0019\Sad\0019_001272.wav	sad
0019_000536.wav	../data/Emotion_Speech_Dataset/English\0019\Angry\0019_000536.wav	angry
03-01-05-02-01-02-08.wav	../data/Emotion_Speech_Data/Actor_08\03-01-05-02-01-02-08.wav	angry
0013_000809.wav	../data/Emotion_Speech_Dataset/English\0013\Happy\0013_000809.wav	happy
0018_001409.wav	../data/Emotion_Speech_Dataset/English\0018\Surprise\0018_001409.wav	surprise
0015_000467.wav	../data/Emotion_Speech_Dataset/English\0015\Angry\0015_000467.wav	angry
0014_001458.wav	../data/Emotion_Speech_Dataset/English\0014\Surprise\0014_001458.wav	surprise
0019_000632.wav	../data/Emotion_Speech_Dataset/English\0019\Angry\0019_000632.wav	angry
0012_001145.wav	../data/Emotion_Speech_Dataset/English\0012\Sad\0012_001145.wav	sad
0013_001316.wav	../data/Emotion_Speech_Dataset/English\0013\Sad\0013_001316.wav	sad
0016_001260.wav	../data/Emotion_Speech_Dataset/English\0016\Sad\0016_001260.wav	sad
0016_000617.wav	../data/Emotion_Speech_Dataset/English\0016\Angry\0016_000617.wav	angry
0019_001329.wav	../data/Emotion_Speech_Dataset/English\0019\Sad\0019_001329.wav	sad
0018_001479.wav	../data/Emotion_Speech_Dataset/English\0018\Surprise\0018_001479.wav	surprise
0017_001258.wav	../data/Emotion_Speech_Dataset/English\0017\Sad\0017_001258.wav	sad
0019_000443.wav	../data/Emotion_Speech_Dataset/English\0019\Angry\0019_000443.wav	angry
0020_000184.wav	../data/Emotion_Speech_Dataset/English\0020\Neutral\0020_000184.wav	neutral
0011_000044.wav	../data/Emotion_Speech_Dataset/English\0011\Neutral\0011_000044.wav	neutral
0019_001512.wav	../data/Emotion_Speech_Dataset/English\0019\Surprise\0019_001512.wav	surprise
0011_000568.wav	../data/Emotion_Speech_Dataset/English\0011\Angry\0011_000568.wav	angry
0018_001312.wav	../data/Emotion_Speech_Dataset/English\0018\Sad\0018_001312.wav	sad
0020_000423.wav	../data/Emotion_Speech_Dataset/English\0020\Angry\0020_000423.wav	angry
0019_000656.wav	../data/Emotion_Speech_Dataset/English\0019\Angry\0019_000656.wav	angry
0017_000744.wav	../data/Emotion_Speech_Dataset/English\0017\Happy\0017_000744.wav	happy
0014_000440.wav	../data/Emotion_Speech_Dataset/English\0014\Angry\0014_000440.wav	angry
0018_000626.wav	../data/Emotion_Speech_Dataset/English\0018\Angry\0018_000626.wav	angry
0018_000829.wav	../data/Emotion_Speech_Dataset/English\0018\Happy\0018_000829.wav	happy
0011_000242.wav	../data/Emotion_Speech_Dataset/English\0011\Neutral\0011_000242.wav	neutral
0019_000837.wav	../data/Emotion_Speech_Dataset/English\0019\Happy\0019_000837.wav	happy
0016_000088.wav	../data/Emotion_Speech_Dataset/English\0016\Neutral\0016_000088.wav	neutral
0015_001412.wav	../data/Emotion_Speech_Dataset/English\0015\Surprise\0015_001412.wav	surprise
0017_001594.wav	../data/Emotion_Speech_Dataset/English\0017\Surprise\0017_001594.wav	surprise
03-01-03-02-02-02-13.wav	../data/Emotion_Speech_Data/Actor_13\03-01-03-02-02-02-13.wav	happy
0015_001127.wav	../data/Emotion_Speech_Dataset/English\0015\Sad\0015_001127.wav	sad
0019_000700.wav	../data/Emotion_Speech_Dataset/English\0019\Angry\0019_000700.wav	angry
03-01-05-01-02-01-13.wav	../data/Emotion_Speech_Data/Actor_13\03-01-05-01-02-01-13.wav	angry
03-01-04-01-02-02-06.wav	../data/Emotion_Speech_Data/Actor_06\03-01-04-01-02-02-06.wav	sad
0018_000291.wav	../data/Emotion_Speech_Dataset/English\0018\Neutral\0018_000291.wav	neutral
0019_001355.wav	../data/Emotion_Speech_Dataset/English\0019\Sad\0019_001355.wav	sad
0014_000128.wav	../data/Emotion_Speech_Dataset/English\0014\Neutral\0014_000128.wav	neutral
0019_001676.wav	../data/Emotion_Speech_Dataset/English\0019\Surprise\0019_001676.wav	surprise
0016_000730.wav	../data/Emotion_Speech_Dataset/English\0016\Happy\0016_000730.wav	happy
0012_000155.wav	../data/Emotion_Speech_Dataset/English\0012\Neutral\0012_000155.wav	neutral
0014_000361.wav	../data/Emotion_Speech_Dataset/English\0014\Angry\0014_000361.wav	angry
0018_000256.wav	../data/Emotion_Speech_Dataset/English\0018\Neutral\0018_000256.wav	neutral
0012_001510.wav	../data/Emotion_Speech_Dataset/English\0012\Surprise\0012_001510.wav	surprise
0019_001066.wav	../data/Emotion_Speech_Dataset/English\0019\Sad\0019_001066.wav	sad
0014_000526.wav	../data/Emotion_Speech_Dataset/English\0014\Angry\0014_000526.wav	angry
03-01-05-02-01-02-24.wav	../data/Emotion_Speech_Data/Actor_24\03-01-05-02-01-02-24.wav	angry
0019_001219.wav	../data/Emotion_Speech_Dataset/English\0019\Sad\0019_001219.wav	sad
0020_001393.wav	../data/Emotion_Speech_Dataset/English\0020\Sad\0020_001393.wav	sad
0020_000177.wav	../data/Emotion_Speech_Dataset/English\0020\Neutral\0020_000177.wav	neutral
0017_000773.wav	../data/Emotion_Speech_Dataset/English\0017\Happy\0017_000773.wav	happy
0013_000793.wav	../data/Emotion_Speech_Dataset/English\0013\Happy\0013_000793.wav	happy
0019_000260.wav	../data/Emotion_Speech_Dataset/English\0019\Neutral\0019_000260.wav	neutral
0014_001527.wav	../data/Emotion_Speech_Dataset/English\0014\Surprise\0014_001527.wav	surprise
0014_000552.wav	../data/Emotion_Speech_Dataset/English\0014\Angry\0014_000552.wav	angry
0016_001200.wav	../data/Emotion_Speech_Dataset/English\0016\Sad\0016_001200.wav	sad
0015_000822.wav	../data/Emotion_Speech_Dataset/English\0015\Happy\0015_000822.wav	happy
0014_001404.wav	../data/Emotion_Speech_Dataset/English\0014\Surprise\0014_001404.wav	surprise
0012_001429.wav	../data/Emotion_Speech_Dataset/English\0012\Surprise\0012_001429.wav	surprise
0015_000638.wav	../data/Emotion_Speech_Dataset/English\0015\Angry\0015_000638.wav	angry
0017_000832.wav	../data/Emotion_Speech_Dataset/English\0017\Happy\0017_000832.wav	happy
0011_000240.wav	../data/Emotion_Speech_Dataset/English\0011\Neutral\0011_000240.wav	neutral
0013_000943.wav	../data/Emotion_Speech_Dataset/English\0013\Happy\0013_000943.wav	happy
0013_001493.wav	../data/Emotion_Speech_Dataset/English\0013\Surprise\0013_001493.wav	surprise
0015_001104.wav	../data/Emotion_Speech_Dataset/English\0015\Sad\0015_001104.wav	sad
0017_000972.wav	../data/Emotion_Speech_Dataset/English\0017\Happy\0017_000972.wav	happy
0016_001026.wav	../data/Emotion_Speech_Dataset/English\0016\Happy\0016_001026.wav	happy
0019_001317.wav	../data/Emotion_Speech_Dataset/English\0019\Sad\0019_001317.wav	sad
03-01-03-02-02-01-14.wav	../data/Emotion_Speech_Data/Actor_14\03-01-03-02-02-01-14.wav	happy
0019_000491.wav	../data/Emotion_Speech_Dataset/English\0019\Angry\0019_000491.wav	angry
0011_000682.wav	../data/Emotion_Speech_Dataset/English\0011\Angry\0011_000682.wav	angry
